Fact_ID,Student_ID,Financial_ID,Course_ID,Instructor_ID,Enrollment_Date,Assignments_Completed,Quizzes_Taken,Midterm_Score,Final_Exam_Score,Overall_Grade,Attendance_Rate,Discussion_Participation,Time_Spent_on_LMS,Satisfaction_Score,Instructor_Rating,Tuition_Fees,Scholarship_Amount,Payment_Status,Comments,Name,Age,Gender,Grade_Level,Major,Enrollment_Status,Subject,Course,Credit_Load,Difficulty_Level,Instructor_Name,Instructor_Department,Years_of_Experience
F00550,S0803,Fn1587,C040,I03,05-08-23,11,3,71,95,A,70,3,17,1,9,10193,274,Overdue,Needs Improvement,Lori Thomas,27,Male,Freshman,Psychology,Active,Database Design & Optimization,Data Engineering,4,Advanced,Sean Nichols,Data Engineering,13
F00551,S0500,Fn1015,C047,I03,15-09-23,11,7,98,74,D,90,15,20,3,7,14290,1082,Overdue,Needs Improvement,Jacob Valdez,18,Other,Freshman,Computer Science,Active,Database Design & Optimization,Data Engineering,2,Advanced,Sean Nichols,Data Engineering,13
F00552,S0672,Fn1345,C013,I01,01-06-21,8,3,87,67,C,50,20,47,8,9,14312,2228,Pending,Great Course,Paula Simon,29,Other,Junior,Psychology,Active,Introduction to Data Analytics,Data Analytics,4,Intermediate,Timothy Watson,Data Analytics,8
F00553,S0179,Fn0337,C001,I03,12-09-21,13,9,57,92,D,74,23,77,2,4,12408,4566,Pending,Needs Improvement,Jeffrey Beck,27,Male,Junior,Business,Active,ETL & Data Pipelines,Data Engineering,3,Advanced,Sean Nichols,Data Engineering,13
F00554,S0362,Fn0705,C002,I04,04-12-22,10,2,57,60,B,79,2,54,9,3,18702,678,Pending,Great Course,Charles Carter,18,Other,Senior,Mathematics,Graduated,Incident Response & Forensics,Cyber Security,3,Intermediate,Michelle Stephens,Cyber Security,12
F00555,S0208,Fn0393,C004,I02,16-10-22,12,8,88,68,D,68,5,17,2,4,8722,894,Pending,Needs Improvement,Sandra Baker,18,Male,Sophomore,Computer Science,Dropped,Big Data Analytics,Data Science,3,Advanced,Melissa Jackson,Data Science,5
F00556,S0902,Fn1805,C013,I01,28-01-23,11,4,85,98,A,73,16,75,9,5,12276,3844,Overdue,Great Course,Jade Wilson,29,Other,Sophomore,Psychology,Active,Introduction to Data Analytics,Data Analytics,4,Intermediate,Timothy Watson,Data Analytics,8
F00557,S0905,Fn1813,C030,I03,24-11-23,8,2,69,98,C,95,29,39,7,4,9123,1447,Paid,Great Course,Julian Velazquez,22,Male,Sophomore,Computer Science,Active,Database Design & Optimization,Data Engineering,4,Advanced,Sean Nichols,Data Engineering,13
F00558,S0552,Fn1109,C044,I04,06-07-21,16,5,86,83,A,64,18,94,4,4,16365,99,Paid,Average Course,Amy Stuart,29,Other,Sophomore,Biology,Active,Incident Response & Forensics,Cyber Security,4,Beginner,Michelle Stephens,Cyber Security,12
F00559,S0726,Fn1446,C012,I02,29-05-23,6,7,57,51,F,84,7,77,3,7,16101,3973,Pending,Needs Improvement,Michelle Cortez,28,Female,Senior,Business,Active,Machine Learning Fundamentals,Data Science,4,Advanced,Melissa Jackson,Data Science,5
F00560,S0432,Fn0857,C033,I02,04-11-22,15,9,63,79,A,73,9,39,8,4,17406,3907,Pending,Great Course,Lisa Martin,23,Other,Freshman,Psychology,Active,AI & Natural Language Processing,Data Science,2,Intermediate,Melissa Jackson,Data Science,5
F00561,S0456,Fn0912,C038,I02,26-05-23,17,9,69,94,A,85,9,28,10,4,14799,4631,Paid,Excellent Course,Rachel Gutierrez,24,Other,Freshman,Biology,Active,Big Data Analytics,Data Science,2,Intermediate,Melissa Jackson,Data Science,5
F00562,S0504,Fn1022,C043,I02,28-04-21,6,4,84,87,C,98,15,89,7,9,16290,31,Paid,Great Course,Christina Farrell,27,Female,Junior,Psychology,Active,Deep Learning with TensorFlow,Data Science,3,Intermediate,Melissa Jackson,Data Science,5
F00563,S0864,Fn1720,C048,I03,18-12-23,18,2,74,64,B,63,5,57,10,9,5149,1580,Pending,Excellent Course,Lindsey Gray,27,Female,Freshman,Mathematics,Active,Data Wrangling with Python,Data Engineering,3,Intermediate,Sean Nichols,Data Engineering,13
F00564,S0154,Fn0292,C034,I03,08-11-23,12,8,67,60,D,71,25,90,1,5,13873,2466,Pending,Needs Improvement,Kirsten Martin,24,Female,Freshman,Computer Science,Active,Cloud Data Engineering,Data Engineering,4,Advanced,Sean Nichols,Data Engineering,13
F00565,S0338,Fn0653,C003,I02,21-05-23,12,7,96,73,D,88,29,43,7,9,18983,3509,Paid,Great Course,Casey Lewis,18,Other,Senior,Biology,Active,Deep Learning with TensorFlow,Data Science,3,Intermediate,Melissa Jackson,Data Science,5
F00566,S0293,Fn0563,C043,I02,03-04-22,16,7,70,53,C,57,19,23,1,2,18453,4839,Overdue,Needs Improvement,Hunter Stone,29,Male,Junior,Computer Science,Active,Deep Learning with TensorFlow,Data Science,3,Intermediate,Melissa Jackson,Data Science,5
F00567,S0436,Fn0868,C009,I03,07-12-22,5,8,86,68,C,97,27,48,1,5,8225,1001,Pending,Needs Improvement,Kenneth King,18,Other,Junior,Mathematics,Active,Streaming Data with Apache Kafka,Data Engineering,2,Intermediate,Sean Nichols,Data Engineering,13
F00568,S0396,Fn0782,C007,I01,04-10-22,17,2,96,78,B,65,7,50,5,7,13953,3201,Paid,Average Course,Jennifer Thompson,27,Female,Senior,Computer Science,Active,Introduction to Data Analytics,Data Analytics,4,Advanced,Timothy Watson,Data Analytics,8
F00569,S0166,Fn0313,C004,I02,24-08-23,5,6,80,63,B,95,28,49,10,8,13374,4832,Overdue,Excellent Course,Derrick Buck,23,Male,Freshman,Computer Science,Active,Big Data Analytics,Data Science,3,Advanced,Melissa Jackson,Data Science,5
F00570,S0994,Fn1983,C028,I03,31-07-21,8,5,55,99,F,66,2,36,5,5,12370,3017,Paid,Average Course,Tonya Moore,18,Other,Junior,Biology,Active,Database Design & Optimization,Data Engineering,4,Beginner,Sean Nichols,Data Engineering,13
F00571,S0452,Fn0904,C042,I01,01-05-22,5,5,91,66,D,54,1,9,2,9,18382,1836,Pending,Needs Improvement,Matthew Schmidt,21,Other,Senior,Mathematics,Active,Data Visualization with Power BI,Data Analytics,4,Beginner,Timothy Watson,Data Analytics,8
F00572,S0784,Fn1551,C032,I01,10-06-23,14,8,96,57,D,90,9,80,7,3,15422,672,Paid,Great Course,Katherine Farmer,18,Other,Junior,Computer Science,Active,SQL for Data Analysis,Data Analytics,3,Beginner,Timothy Watson,Data Analytics,8
F00573,S0957,Fn1909,C001,I03,24-10-23,5,3,69,62,F,84,7,10,3,8,13364,1955,Pending,Needs Improvement,Janice Anderson,24,Female,Junior,Computer Science,Dropped,ETL & Data Pipelines,Data Engineering,3,Advanced,Sean Nichols,Data Engineering,13
F00574,S0536,Fn1081,C013,I01,29-09-23,14,6,77,72,C,86,11,86,1,9,15781,4676,Overdue,Needs Improvement,Paul Ramirez,19,Female,Junior,Computer Science,Active,Introduction to Data Analytics,Data Analytics,4,Intermediate,Timothy Watson,Data Analytics,8
F00575,S0974,Fn1944,C036,I03,12-09-23,15,8,90,78,D,67,19,11,7,7,15049,4303,Overdue,Great Course,Ashley Francis,23,Female,Junior,Business,Active,Database Design & Optimization,Data Engineering,2,Advanced,Sean Nichols,Data Engineering,13
F00576,S0401,Fn0789,C026,I02,09-12-21,19,4,85,96,A,70,11,87,4,5,13546,3315,Pending,Average Course,Andrew Williams,18,Other,Junior,Biology,Active,Deep Learning with TensorFlow,Data Science,3,Intermediate,Melissa Jackson,Data Science,5
F00577,S0115,Fn0219,C013,I01,17-12-23,9,7,89,60,C,91,8,19,4,9,7201,3960,Pending,Average Course,Victoria Howard,18,Other,Sophomore,Biology,Active,Introduction to Data Analytics,Data Analytics,4,Intermediate,Timothy Watson,Data Analytics,8
F00578,S0351,Fn0682,C022,I03,21-10-21,5,9,75,65,C,50,26,77,3,8,11744,4074,Pending,Needs Improvement,Brad Hudson,28,Other,Senior,Biology,Graduated,Cloud Data Engineering,Data Engineering,2,Advanced,Sean Nichols,Data Engineering,13
F00579,S0260,Fn0493,C024,I02,28-01-21,14,3,62,99,B,66,18,24,7,8,15624,1584,Overdue,Great Course,Brett Reyes,28,Male,Sophomore,Computer Science,Active,Machine Learning Fundamentals,Data Science,4,Beginner,Melissa Jackson,Data Science,5
F00580,S0818,Fn1615,C011,I03,09-05-23,16,9,98,93,F,57,24,63,2,6,13924,25,Paid,Needs Improvement,Nicole Patel,24,Female,Freshman,Biology,Active,Streaming Data with Apache Kafka,Data Engineering,4,Beginner,Sean Nichols,Data Engineering,13
F00581,S0876,Fn1748,C025,I01,27-07-22,10,5,53,72,C,78,25,88,7,2,14111,4606,Pending,Great Course,Tammy Bailey,19,Other,Senior,Computer Science,Dropped,Data Visualization with Power BI,Data Analytics,3,Advanced,Timothy Watson,Data Analytics,8
F00582,S0226,Fn0427,C015,I04,17-07-23,19,2,83,61,B,69,21,8,10,4,14526,2020,Overdue,Excellent Course,Victor Murillo,23,Other,Sophomore,Business,Graduated,Incident Response & Forensics,Cyber Security,2,Intermediate,Michelle Stephens,Cyber Security,12
F00583,S0614,Fn1233,C045,I03,22-11-23,8,6,86,87,A,98,14,78,8,1,13037,210,Overdue,Great Course,Richard Wallace,24,Female,Freshman,Psychology,Active,ETL & Data Pipelines,Data Engineering,3,Intermediate,Sean Nichols,Data Engineering,13
F00584,S0486,Fn0987,C036,I03,01-02-22,14,5,83,73,A,99,13,44,2,5,18336,3178,Paid,Needs Improvement,Phyllis Weber,18,Female,Freshman,Biology,Active,Database Design & Optimization,Data Engineering,2,Advanced,Sean Nichols,Data Engineering,13
F00585,S0131,Fn0247,C038,I02,07-11-23,17,5,65,80,D,86,4,69,8,1,10217,854,Pending,Great Course,Edward Bird,25,Other,Freshman,Mathematics,Dropped,Big Data Analytics,Data Science,2,Intermediate,Melissa Jackson,Data Science,5
F00586,S0264,Fn0502,C034,I03,24-08-22,15,6,72,87,F,88,28,39,7,6,17841,833,Paid,Great Course,Timothy Reid,20,Other,Freshman,Mathematics,Dropped,Cloud Data Engineering,Data Engineering,4,Advanced,Sean Nichols,Data Engineering,13
F00587,S0524,Fn1058,C034,I03,12-12-23,15,5,72,85,F,54,17,92,10,8,10419,316,Pending,Excellent Course,Clifford Young,25,Other,Sophomore,Mathematics,Graduated,Cloud Data Engineering,Data Engineering,4,Advanced,Sean Nichols,Data Engineering,13
F00588,S0931,Fn1857,C032,I01,05-01-22,9,9,64,50,B,59,28,48,8,1,16332,4417,Pending,Great Course,Timothy Turner,25,Other,Senior,Business,Active,SQL for Data Analysis,Data Analytics,3,Beginner,Timothy Watson,Data Analytics,8
F00589,S0834,Fn1647,C038,I02,13-06-21,18,9,74,75,D,55,11,11,3,6,13552,4319,Pending,Needs Improvement,Vernon Newman,18,Other,Sophomore,Psychology,Active,Big Data Analytics,Data Science,2,Intermediate,Melissa Jackson,Data Science,5
F00590,S0181,Fn0342,C025,I01,26-03-22,13,3,78,66,F,56,26,26,6,4,11027,2666,Paid,Average Course,Harold Rubio,29,Female,Sophomore,Mathematics,Graduated,Data Visualization with Power BI,Data Analytics,3,Advanced,Timothy Watson,Data Analytics,8
F00591,S0349,Fn0675,C003,I02,28-06-22,6,8,85,85,D,84,5,27,1,9,14065,1085,Overdue,Needs Improvement,Julie Hansen,25,Male,Junior,Biology,Active,Deep Learning with TensorFlow,Data Science,3,Intermediate,Melissa Jackson,Data Science,5
F00592,S0471,Fn0955,C043,I02,11-12-22,7,9,64,66,B,76,19,69,7,8,14278,3863,Overdue,Great Course,Melissa Diaz,27,Female,Sophomore,Mathematics,Active,Deep Learning with TensorFlow,Data Science,3,Intermediate,Melissa Jackson,Data Science,5
F00593,S0161,Fn0304,C047,I03,17-12-21,17,6,86,86,D,91,20,92,4,4,5717,3052,Overdue,Average Course,Thomas Sandoval,28,Male,Freshman,Psychology,Active,Database Design & Optimization,Data Engineering,2,Advanced,Sean Nichols,Data Engineering,13
F00594,S0114,Fn0217,C029,I02,14-01-22,7,5,84,76,C,70,28,24,4,2,11803,4960,Overdue,Average Course,William Frye,20,Other,Junior,Mathematics,Active,Python for Data Science,Data Science,2,Advanced,Melissa Jackson,Data Science,5
F00595,S0018,Fn0028,C021,I02,20-07-21,15,5,95,74,C,73,10,36,9,6,15734,4026,Pending,Great Course,Chad Walters,23,Other,Junior,Mathematics,Active,AI & Natural Language Processing,Data Science,4,Intermediate,Melissa Jackson,Data Science,5
F00596,S0104,Fn0193,C009,I03,20-05-22,13,6,88,79,C,78,14,99,7,3,17711,588,Paid,Great Course,Kristina Lee,25,Male,Junior,Business,Active,Streaming Data with Apache Kafka,Data Engineering,2,Intermediate,Sean Nichols,Data Engineering,13
F00597,S0186,Fn0352,C021,I02,09-10-23,7,2,96,90,C,76,21,40,8,1,9936,677,Pending,Great Course,Michael Vargas,26,Other,Sophomore,Psychology,Graduated,AI & Natural Language Processing,Data Science,4,Intermediate,Melissa Jackson,Data Science,5
F00598,S0342,Fn0666,C021,I02,18-11-23,14,9,86,74,A,87,22,22,6,7,13446,1849,Pending,Average Course,David Huff,23,Female,Freshman,Computer Science,Dropped,AI & Natural Language Processing,Data Science,4,Intermediate,Melissa Jackson,Data Science,5
F00599,S0462,Fn0929,C007,I01,03-12-21,9,4,90,87,A,51,3,37,2,4,17026,4765,Paid,Needs Improvement,Kristopher Gray,20,Male,Junior,Business,Graduated,Introduction to Data Analytics,Data Analytics,4,Advanced,Timothy Watson,Data Analytics,8
F00600,S0605,Fn1211,C047,I03,14-10-21,10,6,77,81,F,74,26,73,3,9,9356,1309,Pending,Needs Improvement,Maxwell Olsen,28,Male,Sophomore,Mathematics,Active,Database Design & Optimization,Data Engineering,2,Advanced,Sean Nichols,Data Engineering,13
F00601,S0813,Fn1601,C032,I01,23-09-22,10,2,94,61,A,51,23,86,4,3,12296,1590,Paid,Average Course,Angela Patel,18,Female,Freshman,Biology,Active,SQL for Data Analysis,Data Analytics,3,Beginner,Timothy Watson,Data Analytics,8
F00602,S0143,Fn0275,C022,I03,21-11-23,10,7,79,98,D,87,13,13,2,1,5522,3245,Pending,Needs Improvement,Jacqueline Rogers,18,Female,Sophomore,Computer Science,Active,Cloud Data Engineering,Data Engineering,2,Advanced,Sean Nichols,Data Engineering,13
F00603,S0655,Fn1312,C042,I01,28-10-22,5,5,56,70,D,67,4,46,1,2,19325,4261,Overdue,Needs Improvement,Tyler Brooks,28,Other,Freshman,Computer Science,Active,Data Visualization with Power BI,Data Analytics,4,Beginner,Timothy Watson,Data Analytics,8
F00604,S0813,Fn1602,C011,I03,17-04-21,10,3,53,91,A,91,22,99,9,4,11019,2596,Pending,Great Course,Angela Patel,18,Female,Freshman,Biology,Active,Streaming Data with Apache Kafka,Data Engineering,4,Beginner,Sean Nichols,Data Engineering,13
F00605,S0964,Fn1922,C034,I03,21-05-22,5,7,56,83,D,56,21,75,10,7,19757,1395,Pending,Excellent Course,Willie Walters,26,Female,Freshman,Business,Dropped,Cloud Data Engineering,Data Engineering,4,Advanced,Sean Nichols,Data Engineering,13
F00606,S0612,Fn1229,C014,I03,27-04-21,10,8,82,50,F,98,26,83,2,8,10648,3973,Pending,Needs Improvement,Mary Green,29,Other,Junior,Computer Science,Active,Data Wrangling with Python,Data Engineering,2,Advanced,Sean Nichols,Data Engineering,13
F00607,S0453,Fn0906,C048,I03,20-03-21,17,5,96,62,B,53,26,8,5,4,7627,836,Pending,Average Course,Michael Wyatt,23,Male,Sophomore,Mathematics,Active,Data Wrangling with Python,Data Engineering,3,Intermediate,Sean Nichols,Data Engineering,13
F00608,S0451,Fn0903,C041,I03,11-01-23,14,5,96,70,A,93,20,50,7,3,13607,1065,Pending,Great Course,Maria Brown,24,Female,Senior,Computer Science,Active,Database Design & Optimization,Data Engineering,3,Advanced,Sean Nichols,Data Engineering,13
F00609,S0972,Fn1943,C022,I03,23-01-21,19,7,67,50,C,89,22,76,2,9,8076,4160,Paid,Needs Improvement,Nicole Jimenez,19,Female,Junior,Business,Active,Cloud Data Engineering,Data Engineering,2,Advanced,Sean Nichols,Data Engineering,13
F00610,S0062,Fn0113,C025,I01,27-12-21,10,2,64,62,D,90,10,28,6,8,5917,3045,Overdue,Average Course,Sarah Harris,29,Male,Freshman,Psychology,Active,Data Visualization with Power BI,Data Analytics,3,Advanced,Timothy Watson,Data Analytics,8
F00611,S0596,Fn1191,C016,I02,01-12-22,7,6,84,80,D,59,19,76,10,6,13397,4431,Overdue,Excellent Course,Joshua Thornton,24,Other,Sophomore,Computer Science,Active,Big Data Analytics,Data Science,4,Intermediate,Melissa Jackson,Data Science,5
F00612,S0940,Fn1870,C033,I02,05-08-21,7,9,86,72,B,90,6,73,8,9,11612,4061,Paid,Great Course,Gregory Frank,25,Female,Senior,Mathematics,Active,AI & Natural Language Processing,Data Science,2,Intermediate,Melissa Jackson,Data Science,5
F00613,S0276,Fn0521,C002,I04,17-09-23,10,4,54,52,F,77,12,27,7,8,15321,4701,Paid,Great Course,Tracy Collins,28,Female,Freshman,Computer Science,Active,Incident Response & Forensics,Cyber Security,3,Intermediate,Michelle Stephens,Cyber Security,12
F00614,S0679,Fn1357,C039,I02,08-12-22,6,4,97,60,D,79,18,59,6,7,14282,1959,Pending,Average Course,Antonio Wright,27,Male,Sophomore,Computer Science,Active,Machine Learning Fundamentals,Data Science,2,Advanced,Melissa Jackson,Data Science,5
F00615,S0295,Fn0568,C044,I04,20-09-22,19,9,72,78,C,73,23,19,8,6,9852,1715,Pending,Great Course,Michelle Jennings,22,Other,Freshman,Business,Active,Incident Response & Forensics,Cyber Security,4,Beginner,Michelle Stephens,Cyber Security,12
F00616,S0129,Fn0243,C050,I01,21-07-22,16,6,59,97,B,85,25,55,2,3,13458,4887,Pending,Needs Improvement,Shawn Patel,24,Female,Junior,Computer Science,Active,Excel for Data Analysis,Data Analytics,2,Beginner,Timothy Watson,Data Analytics,8
F00617,S0364,Fn0712,C006,I02,19-03-22,9,8,74,67,D,65,3,54,4,6,18038,20,Paid,Average Course,Alexander Torres,29,Female,Sophomore,Psychology,Active,Machine Learning Fundamentals,Data Science,2,Advanced,Melissa Jackson,Data Science,5
F00618,S0067,Fn0121,C034,I03,04-04-22,14,9,71,74,C,82,19,51,4,4,14958,2227,Pending,Average Course,Samantha Martinez,20,Male,Sophomore,Mathematics,Active,Cloud Data Engineering,Data Engineering,4,Advanced,Sean Nichols,Data Engineering,13
F00619,S0047,Fn0086,C046,I03,24-05-21,7,9,80,83,D,59,11,87,7,5,14955,2406,Paid,Great Course,Rachel Gross,24,Other,Freshman,Mathematics,Active,Data Wrangling with Python,Data Engineering,4,Intermediate,Sean Nichols,Data Engineering,13
F00620,S0969,Fn1932,C048,I03,10-11-21,9,6,72,67,C,97,13,29,7,7,9570,132,Pending,Great Course,Andrew Thomas,27,Male,Senior,Biology,Active,Data Wrangling with Python,Data Engineering,3,Intermediate,Sean Nichols,Data Engineering,13
F00621,S0374,Fn0737,C042,I01,25-05-23,18,3,77,98,B,70,0,43,3,7,14701,675,Paid,Needs Improvement,Robert Bennett,22,Other,Freshman,Mathematics,Dropped,Data Visualization with Power BI,Data Analytics,4,Beginner,Timothy Watson,Data Analytics,8
F00622,S0822,Fn1625,C037,I02,30-12-22,17,6,94,50,F,76,7,72,4,9,5152,626,Overdue,Average Course,Melinda Brown,23,Other,Senior,Psychology,Graduated,Big Data Analytics,Data Science,3,Advanced,Melissa Jackson,Data Science,5
F00623,S0660,Fn1318,C022,I03,01-10-22,7,8,64,77,A,70,15,50,1,9,5553,789,Paid,Needs Improvement,Sara Booth,23,Male,Sophomore,Business,Active,Cloud Data Engineering,Data Engineering,2,Advanced,Sean Nichols,Data Engineering,13
F00624,S0762,Fn1505,C016,I02,19-04-22,6,3,89,53,A,76,20,76,8,6,9582,990,Pending,Great Course,Mrs. Krystal Ramirez,26,Male,Senior,Mathematics,Active,Big Data Analytics,Data Science,4,Intermediate,Melissa Jackson,Data Science,5
F00625,S0137,Fn0262,C007,I01,16-11-22,8,6,56,70,F,81,24,97,4,6,12970,3456,Paid,Average Course,Nicole Rodriguez,28,Male,Senior,Business,Graduated,Introduction to Data Analytics,Data Analytics,4,Advanced,Timothy Watson,Data Analytics,8
F00626,S0095,Fn0173,C047,I03,29-08-22,9,8,95,55,D,54,18,17,5,2,12758,795,Pending,Average Course,Blake Dillon,26,Male,Senior,Computer Science,Active,Database Design & Optimization,Data Engineering,2,Advanced,Sean Nichols,Data Engineering,13
F00627,S0238,Fn0454,C013,I01,21-06-23,10,8,87,70,B,84,4,42,5,8,15810,4247,Pending,Average Course,Brittany Rivera,21,Male,Sophomore,Computer Science,Active,Introduction to Data Analytics,Data Analytics,4,Intermediate,Timothy Watson,Data Analytics,8
F00628,S0796,Fn1571,C049,I04,02-10-21,17,3,89,86,C,71,13,40,1,3,15868,1598,Pending,Needs Improvement,Christopher Patrick,23,Female,Senior,Psychology,Active,Network Security & Firewalls,Cyber Security,3,Beginner,Michelle Stephens,Cyber Security,12
F00629,S0832,Fn1644,C050,I01,22-01-23,17,6,64,79,B,85,11,41,1,1,12215,3922,Pending,Needs Improvement,Kristine Smith,28,Other,Senior,Mathematics,Active,Excel for Data Analysis,Data Analytics,2,Beginner,Timothy Watson,Data Analytics,8
F00630,S0035,Fn0057,C050,I01,05-08-21,18,6,98,69,F,59,11,46,7,4,16988,2032,Pending,Great Course,Blake Barker,28,Female,Junior,Biology,Active,Excel for Data Analysis,Data Analytics,2,Beginner,Timothy Watson,Data Analytics,8
F00631,S0296,Fn0572,C017,I04,07-11-22,18,4,54,90,D,83,29,99,1,5,17034,3160,Overdue,Needs Improvement,Victoria Cooper,28,Female,Freshman,Business,Graduated,Ethical Hacking & Penetration Testing,Cyber Security,3,Intermediate,Michelle Stephens,Cyber Security,12
F00632,S0893,Fn1783,C003,I02,11-12-22,18,5,61,81,D,55,19,23,9,3,12191,1713,Overdue,Great Course,Jeffrey Evans,20,Male,Senior,Business,Active,Deep Learning with TensorFlow,Data Science,3,Intermediate,Melissa Jackson,Data Science,5
F00633,S0870,Fn1736,C012,I02,12-07-23,19,5,62,80,F,63,11,41,6,7,6398,329,Pending,Average Course,Eric Carter Jr.,21,Male,Freshman,Mathematics,Active,Machine Learning Fundamentals,Data Science,4,Advanced,Melissa Jackson,Data Science,5
F00634,S0492,Fn0999,C006,I02,12-02-22,6,3,52,85,B,86,10,93,1,5,14963,3542,Paid,Needs Improvement,Rebecca Parker,29,Male,Senior,Computer Science,Active,Machine Learning Fundamentals,Data Science,2,Advanced,Melissa Jackson,Data Science,5
F00635,S0258,Fn0486,C012,I02,28-05-21,17,2,68,74,A,68,14,69,1,5,11852,1696,Paid,Needs Improvement,Olivia Wood,21,Other,Sophomore,Business,Active,Machine Learning Fundamentals,Data Science,4,Advanced,Melissa Jackson,Data Science,5
F00636,S0387,Fn0767,C011,I03,18-05-22,18,9,75,54,B,81,6,89,5,6,8428,2090,Overdue,Average Course,Debra Strong,27,Female,Junior,Computer Science,Active,Streaming Data with Apache Kafka,Data Engineering,4,Beginner,Sean Nichols,Data Engineering,13
F00637,S0270,Fn0514,C041,I03,20-08-21,7,7,79,57,D,69,9,43,3,6,14248,1490,Overdue,Needs Improvement,Brett Blair,18,Male,Senior,Business,Active,Database Design & Optimization,Data Engineering,3,Advanced,Sean Nichols,Data Engineering,13
F00638,S0977,Fn1952,C019,I01,13-05-22,7,4,77,66,D,70,29,30,8,9,12639,3126,Pending,Great Course,Scott Johnson,25,Other,Junior,Psychology,Active,SQL for Data Analysis,Data Analytics,4,Beginner,Timothy Watson,Data Analytics,8
F00639,S0867,Fn1725,C031,I02,27-02-22,10,9,64,64,F,64,4,46,8,3,14029,1074,Paid,Great Course,Julie Brown,27,Male,Sophomore,Biology,Active,AI & Natural Language Processing,Data Science,3,Beginner,Melissa Jackson,Data Science,5
F00640,S0324,Fn0623,C002,I04,04-09-21,5,6,67,69,B,66,14,66,10,8,19510,3425,Paid,Excellent Course,Lucas Acosta,23,Other,Senior,Biology,Active,Incident Response & Forensics,Cyber Security,3,Intermediate,Michelle Stephens,Cyber Security,12
F00641,S0047,Fn0087,C045,I03,15-04-21,11,4,56,94,A,93,1,57,8,7,7612,676,Pending,Great Course,Rachel Gross,24,Other,Freshman,Mathematics,Active,ETL & Data Pipelines,Data Engineering,3,Intermediate,Sean Nichols,Data Engineering,13
F00642,S0606,Fn1214,C032,I01,22-08-21,17,2,63,96,B,94,21,71,6,9,15924,1272,Paid,Average Course,Christopher Kim,20,Female,Senior,Computer Science,Active,SQL for Data Analysis,Data Analytics,3,Beginner,Timothy Watson,Data Analytics,8
F00643,S0694,Fn1385,C018,I04,20-04-22,12,4,73,78,D,73,12,54,5,5,14158,1350,Overdue,Average Course,Jose Perez,26,Female,Sophomore,Business,Active,Ethical Hacking & Penetration Testing,Cyber Security,4,Intermediate,Michelle Stephens,Cyber Security,12
F00644,S0954,Fn1898,C004,I02,01-10-23,11,2,73,85,B,70,13,73,5,7,6521,1130,Pending,Average Course,Garrett Smith,22,Female,Junior,Mathematics,Active,Big Data Analytics,Data Science,3,Advanced,Melissa Jackson,Data Science,5
F00645,S0702,Fn1402,C022,I03,29-01-23,8,7,60,99,D,97,19,33,6,8,15962,176,Paid,Average Course,Katherine Hernandez,23,Female,Junior,Biology,Active,Cloud Data Engineering,Data Engineering,2,Advanced,Sean Nichols,Data Engineering,13
F00646,S0487,Fn0989,C014,I03,25-05-23,11,2,88,77,D,64,5,6,6,9,8796,4224,Paid,Average Course,Travis Drake,24,Female,Senior,Biology,Active,Data Wrangling with Python,Data Engineering,2,Advanced,Sean Nichols,Data Engineering,13
F00647,S0563,Fn1123,C014,I03,22-04-21,5,2,92,57,C,60,0,22,10,8,18509,4003,Overdue,Excellent Course,Francisco Ferguson,27,Other,Freshman,Biology,Active,Data Wrangling with Python,Data Engineering,2,Advanced,Sean Nichols,Data Engineering,13
F00648,S0718,Fn1427,C037,I02,23-01-21,17,8,89,63,A,86,14,64,9,2,12975,3264,Pending,Great Course,Nancy Mcgee,18,Other,Sophomore,Mathematics,Active,Big Data Analytics,Data Science,3,Advanced,Melissa Jackson,Data Science,5
F00649,S0816,Fn1607,C029,I02,26-07-23,19,2,59,82,F,79,10,18,7,6,14213,1117,Overdue,Great Course,Holly Hayes,29,Female,Junior,Computer Science,Active,Python for Data Science,Data Science,2,Advanced,Melissa Jackson,Data Science,5
F00650,S0411,Fn0812,C034,I03,11-11-21,17,2,92,83,A,67,12,44,6,4,12170,1457,Paid,Average Course,Sara Bass,26,Female,Senior,Biology,Active,Cloud Data Engineering,Data Engineering,4,Advanced,Sean Nichols,Data Engineering,13
F00651,S0845,Fn1678,C048,I03,21-07-21,12,6,82,78,B,77,27,68,10,4,8120,4191,Pending,Excellent Course,Emily Coffey,23,Other,Freshman,Biology,Active,Data Wrangling with Python,Data Engineering,3,Intermediate,Sean Nichols,Data Engineering,13
F00652,S0951,Fn1892,C006,I02,10-09-22,18,4,69,71,C,62,16,34,7,9,8085,688,Overdue,Great Course,Deborah Roberts,20,Male,Senior,Mathematics,Active,Machine Learning Fundamentals,Data Science,2,Advanced,Melissa Jackson,Data Science,5
F00653,S0125,Fn0236,C043,I02,29-08-22,14,5,91,52,D,92,3,33,3,7,13060,1582,Overdue,Needs Improvement,Stephanie Robles,25,Male,Freshman,Biology,Active,Deep Learning with TensorFlow,Data Science,3,Intermediate,Melissa Jackson,Data Science,5
F00654,S0212,Fn0404,C012,I02,22-09-23,19,5,88,97,A,59,22,33,2,6,16981,1801,Pending,Needs Improvement,Derrick Schmidt,29,Other,Senior,Biology,Active,Machine Learning Fundamentals,Data Science,4,Advanced,Melissa Jackson,Data Science,5
